Está satisfeito com a ferramenta DreamShaper?;Sentiu que os vídeos da DreamShaper foram úteis para si?;Os exemplos foram úteis para si?;Acha que a ferramenta tem perguntas a mais ou, pelo contrário, gostaria de ter mais perguntas intermédias que ajudam a ir ‘entrando’ nos novos conceitos?;Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de Negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Acesso a recursos externos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Acesso a recursos externos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;Vídeos;;;;;;;pouca informação sobre a empresa;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;Falta de exemplos de planos de negócios;Bastante
Satisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;;Vídeos;Modelo de negócios;;;;;;;;;Perguntas;Exemplos;;;Indicações de interface;;;;;;Bastante
Satisfeito;Úteis, mas pouco;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;;Indicações de interface;Mural de equipa;;;;;;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;;;Mural de equipa;;Gestão de projectos;;;;;Perguntas;;Vídeos;Modelo de negócios;;;;;;;Bastante
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;;Gestão de equipa;;Acesso a recursos externos;Pouca informação escrita sobre algumas perguntas.Há certas perguntas que podem suscitar dúvidas.;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;;;;Mural de equipa;;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;;Por vezes metade a informação anteriormente colocada nos campos de preenchimento desaparece.;Bastante
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;;;;Perguntas;;;;Indicações de interface;Mural de equipa;;;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;Aspecto visual;;;;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;Exemplos;Vídeos;;;;;;;Obrigatoriedade de responder a items  sem resposta;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;;quando é necessário recuar um passo, volta completamente ao menu inicial;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;Caracteres reduzidos nas respostas;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;Perguntas;;;;Indicações de interface;;;;;penso que algumas questões são um puco redundantes;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;;Indicações de interface;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;;Nada a assinalar;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;;Layout Mobile;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;;Gestão de equipa;;;Não consigo alterar equipa;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;;;;;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;Vídeos;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;Indicações de interface;Mural de equipa;;;;;Bastante
Satisfeito;Úteis, mas pouco;Pouco úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;;;Gestão de projectos;Acesso a recursos externos;Prazos e datas;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;;;;;;limite de caracteres;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;;;;Perguntas;;;;Indicações de interface;Mural de equipa;;;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;;;;;;;;na;;Navegação na ferramenta;;;;;;;;Gestão de projectos;;Por vezes não é muito intuitivo;Bastante
Satisfeito;Úteis, mas pouco;Pouco úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;Exemplos;;;;;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;Vídeos;Modelo de negócios;;;;;;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;Pouco espaço para escrever.;Bastante
Nem satisfeito nem insatisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;Vídeos;;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;;Bastante
Nem satisfeito nem insatisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;Gestão de equipa;;;;Bastante
Nem satisfeito nem insatisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;;;Programa de empreendorismo;;Navegação na ferramenta;;;;;Indicações de interface;Mural de equipa;;;;;Bastante
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;Perguntas;;Vídeos;;;;Gestão de equipa;;;;Bastante
Nem satisfeito nem insatisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;;;Mural de equipa;Gestão de equipa;;;;;;;Exemplos;;;Indicações de interface;;;Gestão de projectos;;;Bastante
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;Gestão de equipa;;;;Bastante
Nem satisfeito nem insatisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;;Perguntas;;;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;Aspecto visual;;;;;Modelo de negócios;;;;;;nao tenho;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;;Modelo de negócios;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;Vídeos;;;;;;Acesso a recursos externos;"Informação disponível sobre a avaliação dos projetos;";Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;;;;Gestão de projectos;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;;Bastante
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;;;Acesso a recursos externos;N/A;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;;;;Acesso a recursos externos;acho bastante acessivel e facl;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;Vídeos;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
